site_id,usgs_gage,sp_start,lat,long,fire_id,ign_date
nwis-04137500,04137500,2007-10-01T04:59:59Z,-83.4339,44.4364,MI4442008339519840428,1984-04-28
NA,NA,NA,NA,NA,MO3703109139719840425,1984-04-25
NA,NA,NA,NA,NA,WA4665511966319840530,1984-05-30
NA,NA,NA,NA,NA,ME4458006760419840501,1984-05-01
NA,NA,NA,NA,NA,MT4805011525819840815,1984-08-15
NA,NA,NA,NA,NA,MT4804111389819840827,1984-08-27
NA,NA,NA,NA,NA,NJ3990507449119840420,1984-04-20
NA,NA,NA,NA,NA,CA3402311625519840531,1984-05-31
NA,NA,NA,NA,NA,CA4054812140719840823,1984-08-23
NA,NA,NA,NA,NA,FL2854908065019840418,1984-04-18
NA,NA,NA,NA,NA,SD4400910230819840815,1984-08-15
NA,NA,NA,NA,NA,FL2683208184619841208,1984-12-08
NA,NA,NA,NA,NA,FL2684208192319841224,1984-12-24
NA,NA,NA,NA,NA,FL2689108188519841224,1984-12-24
NA,NA,NA,NA,NA,FL2718808171719841224,1984-12-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2743108102619841224,1984-12-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2743108102619841224,1984-12-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2743108102619841224,1984-12-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2743108102619841224,1984-12-24
NA,NA,NA,NA,NA,FL2762208170119841208,1984-12-08
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2775808128219841208,1984-12-08
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2775808128219841208,1984-12-08
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2775808128219841208,1984-12-08
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2775808128219841208,1984-12-08
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2785008138519841106,1984-11-06
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2785008138519841106,1984-11-06
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2785008138519841106,1984-11-06
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2785008138519841106,1984-11-06
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2789808091619841224,1984-12-24
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2789808091619841224,1984-12-24
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2789808091619841224,1984-12-24
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2789808091619841224,1984-12-24
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2789808091619841224,1984-12-24
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2789108089219841208,1984-12-08
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2789108089219841208,1984-12-08
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2789108089219841208,1984-12-08
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2789108089219841208,1984-12-08
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2789108089219841208,1984-12-08
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2791208102619841106,1984-11-06
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2791208102619841106,1984-11-06
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2791208102619841106,1984-11-06
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2791208102619841106,1984-11-06
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2791208102619841106,1984-11-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2791208102619841106,1984-11-06
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2791208102619841106,1984-11-06
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2791208102619841106,1984-11-06
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2791208102619841106,1984-11-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2793908114919841224,1984-12-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2793908114919841224,1984-12-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2793908114919841224,1984-12-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2793908114919841224,1984-12-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2796708113419841208,1984-12-08
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2796708113419841208,1984-12-08
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2796708113419841208,1984-12-08
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2796708113419841208,1984-12-08
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2803208098119841224,1984-12-24
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2803208098119841224,1984-12-24
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2803208098119841224,1984-12-24
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2803208098119841224,1984-12-24
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2803208098119841224,1984-12-24
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2804408089319841224,1984-12-24
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2804408089319841224,1984-12-24
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2804408089319841224,1984-12-24
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2804408089319841224,1984-12-24
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2804408089319841224,1984-12-24
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2806708104019841106,1984-11-06
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2806708104019841106,1984-11-06
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2806708104019841106,1984-11-06
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2806708104019841106,1984-11-06
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2806708104019841106,1984-11-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2806208141119841208,1984-12-08
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2806208141119841208,1984-12-08
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2806208141119841208,1984-12-08
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2806208141119841208,1984-12-08
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2807008114019841224,1984-12-24
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2807008114019841224,1984-12-24
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2807008114019841224,1984-12-24
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2807008114019841224,1984-12-24
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2807008114019841224,1984-12-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2807008114019841224,1984-12-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2807008114019841224,1984-12-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2807008114019841224,1984-12-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2807008114019841224,1984-12-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2810708116819841224,1984-12-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2810708116819841224,1984-12-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2810708116819841224,1984-12-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2810708116819841224,1984-12-24
NA,NA,NA,NA,NA,FL2988808478119841111,1984-11-11
NA,NA,NA,NA,NA,FL2997008543419840908,1984-09-08
NA,NA,NA,NA,NA,FL3002908492019840908,1984-09-08
NA,NA,NA,NA,NA,FL3027208571719840908,1984-09-08
NA,NA,NA,NA,NA,FL3035208536019841111,1984-11-11
NA,NA,NA,NA,NA,CA3485611858619840630,1984-06-30
NA,NA,NA,NA,NA,CA3514112020419840621,1984-06-21
NA,NA,NA,NA,NA,CA3525311948619840621,1984-06-21
NA,NA,NA,NA,NA,CA3549911888619840621,1984-06-21
NA,NA,NA,NA,NA,CA3592912123419840628,1984-06-28
NA,NA,NA,NA,NA,CA3576612075519840628,1984-06-28
NA,NA,NA,NA,NA,CA3605012129319840628,1984-06-28
NA,NA,NA,NA,NA,CA3620812105219840628,1984-06-28
NA,NA,NA,NA,NA,CA3626912129019840628,1984-06-28
NA,NA,NA,NA,NA,CA3646011736319840630,1984-06-30
NA,NA,NA,NA,NA,NV3696511626419840607,1984-06-07
NA,NA,NA,NA,NA,CA3764212000819841103,1984-11-03
NA,NA,NA,NA,NA,CO3765510864719840706,1984-07-06
NA,NA,NA,NA,NA,MO3778009148819840522,1984-05-22
nwis-11285500,11285500,2013-12-06T11:59:59Z,-120.295,37.8783,CA3793312038319840730,1984-07-30
NA,NA,NA,NA,NA,CA3995112180419840705,1984-07-05
NA,NA,NA,NA,NA,CA4011612187219840907,1984-09-07
NA,NA,NA,NA,NA,AZ3211710941719840616,1984-06-16
NA,NA,NA,NA,NA,MT4805010928419840826,1984-08-26
NA,NA,NA,NA,NA,MI4628208654219840505,1984-05-05
NA,NA,NA,NA,NA,TX2968309406719840910,1984-09-10
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2857508091419841113,1984-11-13
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2857508091419841113,1984-11-13
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2857508091419841113,1984-11-13
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2857508091419841113,1984-11-13
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2857508091419841113,1984-11-13
NA,NA,NA,NA,NA,TX2969209396219840827,1984-08-27
NA,NA,NA,NA,NA,WA4693511925719840711,1984-07-11
NA,NA,NA,NA,NA,WA4672411947819840821,1984-08-21
NA,NA,NA,NA,NA,TX2967009411219841130,1984-11-30
NA,NA,NA,NA,NA,TX2972309409219841013,1984-10-13
NA,NA,NA,NA,NA,WA4658611935119840603,1984-06-03
nwis-01632900,01632900,2010-04-16T03:59:59Z,-78.6428,38.6935,VA3894407832919840611,1984-06-11
NA,NA,NA,NA,NA,NC3493707649219840515,1984-05-15
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3971807440119841007,1984-10-07
NA,NA,NA,NA,NA,TX3028409841719840226,1984-02-26
NA,NA,NA,NA,NA,TX3635010276719840329,1984-03-29
NA,NA,NA,NA,NA,MT4745010785119840805,1984-08-05
NA,NA,NA,NA,NA,AZ3275011191719840619,1984-06-19
NA,NA,NA,NA,NA,MT4817210982119840819,1984-08-19
NA,NA,NA,NA,NA,UT4119711285719840708,1984-07-08
NA,NA,NA,NA,NA,ID4281811396819840906,1984-09-06
NA,NA,NA,NA,NA,ID4261711435119840709,1984-07-09
NA,NA,NA,NA,NA,ID4294511456319840829,1984-08-29
NA,NA,NA,NA,NA,ID4291511529119840810,1984-08-10
NA,NA,NA,NA,NA,ID4305011541819840805,1984-08-05
NA,NA,NA,NA,NA,ID4291711543419840810,1984-08-10
NA,NA,NA,NA,NA,ID4290011540119840707,1984-07-07
NA,NA,NA,NA,NA,ID4300011551819840810,1984-08-10
NA,NA,NA,NA,NA,ID4311711565119840716,1984-07-16
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4305011603419840816,1984-08-16
NA,NA,NA,NA,NA,ID4311711575119840826,1984-08-26
NA,NA,NA,NA,NA,ID4330011590119840805,1984-08-05
nwis-13206400,13206400,2011-11-19T06:59:59Z,-116.356,43.6917,ID4335011596819840812,1984-08-12
nwis-13207500,13207500,2011-11-19T06:59:59Z,-116.304,43.7319,ID4335011596819840812,1984-08-12
nwis-13213000,13213000,2008-10-17T05:59:59Z,-116.973,43.7817,ID4335011596819840812,1984-08-12
Notus,NA,2022-04-29T22:00:00Z,-116.798,43.74,ID4335011596819840812,1984-08-12
Iverson,NA,2022-04-29T22:00:00Z,-116.813,43.751,ID4335011596819840812,1984-08-12
DCEW,NA,NA,-116.171,43.6897,ID4335011596819840812,1984-08-12
DCEWR1,NA,2022-06-30T22:00:00Z,-116.171,43.6897,ID4335011596819840812,1984-08-12
NA,NA,NA,NA,NA,ID4326711601819840805,1984-08-05
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4298311581819840811,1984-08-11
NA,NA,NA,NA,NA,ID4271711563419840810,1984-08-10
NA,NA,NA,NA,NA,ID4223311486819840913,1984-09-13
NA,NA,NA,NA,NA,ID4256711541819840830,1984-08-30
NA,NA,NA,NA,NA,NV4045011413419840628,1984-06-28
NA,NA,NA,NA,NA,CA3370911761819840126,1984-01-26
NA,NA,NA,NA,NA,ID4256711571819840830,1984-08-30
NA,NA,NA,NA,NA,NV4111711718419840822,1984-08-22
NA,NA,NA,NA,NA,ID4200011656819840804,1984-08-04
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,OR4341711708419840709,1984-07-09
NA,NA,NA,NA,NA,NV4196711766819840814,1984-08-14
NA,NA,NA,NA,NA,NV4050011825119840812,1984-08-12
NA,NA,NA,NA,NA,NV3948311783419840825,1984-08-25
NA,NA,NA,NA,NA,CA3795011883419840929,1984-09-29
NA,NA,NA,NA,NA,OR4226711971819840804,1984-08-04
NA,NA,NA,NA,NA,OR4241711848419840804,1984-08-04
NA,NA,NA,NA,NA,NV3933311978419840821,1984-08-21
nwis-11285500,11285500,2013-12-06T11:59:59Z,-120.295,37.8783,CA3772412019319840827,1984-08-27
NA,NA,NA,NA,NA,OR4353312008419840810,1984-08-10
NA,NA,NA,NA,NA,WA4743312036819840816,1984-08-16
NA,NA,NA,NA,NA,OR4523312038419840805,1984-08-05
NA,NA,NA,NA,NA,CO3700710888219840906,1984-09-06
NA,NA,NA,NA,NA,OR4258812018119840809,1984-08-09
NA,NA,NA,NA,NA,NV4108311548419840830,1984-08-30
NA,NA,NA,NA,NA,CA3778811960519840717,1984-07-17
NA,NA,NA,NA,NA,TX2972709404919841130,1984-11-30
NA,NA,NA,NA,NA,OR4262411999319840809,1984-08-09
NA,NA,NA,NA,NA,NV4027911982519840617,1984-06-17
NA,NA,NA,NA,NA,CA3655011744919840630,1984-06-30
NA,NA,NA,NA,NA,CA3539611983319840819,1984-08-19
NA,NA,NA,NA,NA,NV3729611669919840623,1984-06-23
NA,NA,NA,NA,NA,CA3589912013419840525,1984-05-25
NA,NA,NA,NA,NA,CA3433111896419840507,1984-05-07
NA,NA,NA,NA,NA,OR4200211850519840705,1984-07-05
nwis-11273400,11273400,2009-10-07T06:59:59Z,-120.976,37.3472,CA3674412094119840602,1984-06-02
NA,NA,NA,NA,NA,AZ3178311066219850302,1985-03-02
NA,NA,NA,NA,NA,SD4340510225419850325,1985-03-25
NA,NA,NA,NA,NA,SD4333310212819850414,1985-04-14
NA,NA,NA,NA,NA,SD4331510234619850703,1985-07-03
NA,NA,NA,NA,NA,SD4342910201819850703,1985-07-03
NA,NA,NA,NA,NA,SD4338110196719850705,1985-07-05
NA,NA,NA,NA,NA,SD4308710266019850704,1985-07-04
NA,NA,NA,NA,NA,SD4333910086819850624,1985-06-24
NA,NA,NA,NA,NA,SD4317510096019850704,1985-07-04
NA,NA,NA,NA,NA,CA3601111879719850712,1985-07-12
NA,NA,NA,NA,NA,WA4820811967519850623,1985-06-23
NA,NA,NA,NA,NA,WA4799411870619850704,1985-07-04
NA,NA,NA,NA,NA,WA4845711860619850830,1985-08-30
NA,NA,NA,NA,NA,OR4479412120619850615,1985-06-15
NA,NA,NA,NA,NA,AZ3259810920419850704,1985-07-04
NA,NA,NA,NA,NA,CA3544311877719850503,1985-05-03
nwis-11273400,11273400,2009-10-07T06:59:59Z,-120.976,37.3472,CA3672712076819850609,1985-06-09
NA,NA,NA,NA,NA,CA3590312056319850702,1985-07-02
NA,NA,NA,NA,NA,CA3673911825219850706,1985-07-06
NA,NA,NA,NA,NA,CA3637912058319850706,1985-07-06
