site_id,usgs_gage,sp_start,lat,long,fire_id,ign_date
nwis-05082500,05082500,2007-10-01T04:59:59Z,-97.0292,47.9269,MN4745509600520100331,2010-03-31
nwis-04136000,04136000,2007-10-01T04:59:59Z,-84.2925,44.677,MI4455308443820100518,2010-05-18
nwis-04136500,04136500,2007-10-04T04:59:59Z,-84.1311,44.66,MI4455308443820100518,2010-05-18
nwis-04136900,04136900,2007-10-01T04:59:59Z,-83.8378,44.6128,MI4455308443820100518,2010-05-18
nwis-04137005,04137005,2007-10-01T04:59:59Z,-83.8028,44.5608,MI4455308443820100518,2010-05-18
nwis-04137500,04137500,2007-10-01T04:59:59Z,-83.4339,44.4364,MI4455308443820100518,2010-05-18
nwis-04124000,04124000,2007-10-01T04:59:59Z,-85.6987,44.4364,MI4462908487520100518,2010-05-18
nwis-04124200,04124200,2007-10-01T04:59:59Z,-85.8209,44.3631,MI4462908487520100518,2010-05-18
nwis-04125460,04125460,2007-10-01T04:59:59Z,-85.7698,44.1933,MI4462908487520100518,2010-05-18
nwis-04125550,04125550,2007-10-01T04:59:59Z,-85.9417,44.2594,MI4462908487520100518,2010-05-18
nwis-02397530,02397530,2007-10-01T03:59:59Z,-85.4475,34.2018,AL3443408561720100401,2010-04-01
nwis-02397530,02397530,2007-10-01T03:59:59Z,-85.4475,34.2018,AL3440508560320100407,2010-04-07
nwis-02110400,02110400,2007-10-01T04:59:59Z,-78.7197,33.9535,SC3356907911920100321,2010-03-21
nwis-02110500,02110500,2007-10-01T04:59:59Z,-78.715,33.9127,SC3356907911920100321,2010-03-21
nwis-02110701,02110701,2007-10-07T04:59:59Z,-79.0411,33.861,SC3356907911920100321,2010-03-21
nwis-02110704,02110704,2007-10-01T04:59:59Z,-79.0436,33.8329,SC3356907911920100321,2010-03-21
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3314907927220100331,2010-03-31
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3444608166920100318,2010-03-18
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3318307952220100211,2010-02-11
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3322607949820100218,2010-02-18
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3317307971920100227,2010-02-27
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3345208006520100319,2010-03-19
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3313107939720100406,2010-04-06
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3324607975120100412,2010-04-12
nwis-11273400,11273400,2009-10-07T06:59:59Z,-120.976,37.3472,CA3725212075420101020,2010-10-20
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2908608144820100121,2010-01-21
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2908608144820100121,2010-01-21
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2909708138820100608,2010-06-08
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2909708138820100608,2010-06-08
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3309308368520100418,2010-04-18
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3309308368520100418,2010-04-18
nwis-05082500,05082500,2007-10-01T04:59:59Z,-97.0292,47.9269,MN4747209596020100403,2010-04-03
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3311008373620100402,2010-04-02
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3311008373620100402,2010-04-02
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3314808372520100301,2010-03-01
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3314808372520100301,2010-03-01
nwis-11462500,11462500,2007-10-01T06:59:59Z,-123.131,39.0266,CA3910812308720120907,2012-09-07
nwis-11463000,11463000,2009-07-21T06:59:59Z,-123.054,38.8793,CA3910812308720120907,2012-09-07
nwis-11463682,11463682,2009-07-22T06:59:59Z,-122.829,38.6582,CA3910812308720120907,2012-09-07
nwis-11463980,11463980,2007-10-01T06:59:59Z,-122.856,38.633,CA3910812308720120907,2012-09-07
nwis-11465240,11465240,2012-05-22T06:59:59Z,-122.927,38.6532,CA3910812308720120907,2012-09-07
nwis-11467000,11467000,2007-10-01T06:59:59Z,-122.928,38.5085,CA3910812308720120907,2012-09-07
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3631809902420120723,2012-07-23
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3631809902420120723,2012-07-23
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3688509645720120329,2012-03-29
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3688509645720120329,2012-03-29
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3633809614920120226,2012-02-26
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3633809614920120226,2012-02-26
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3631909613920120313,2012-03-13
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3631909613920120313,2012-03-13
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3628209627520120313,2012-03-13
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3628209627520120313,2012-03-13
nwis-07164500,07164500,2011-01-05T05:59:59Z,-96.0064,36.1406,OK3603409628120120226,2012-02-26
nwis-07164500,07164500,2011-01-05T05:59:59Z,-96.0064,36.1406,OK3587409618420120313,2012-03-13
nwis-07164500,07164500,2011-01-05T05:59:59Z,-96.0064,36.1406,OK3595609643920120803,2012-08-03
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3629309613520120313,2012-03-13
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3629309613520120313,2012-03-13
nwis-07164500,07164500,2011-01-05T05:59:59Z,-96.0064,36.1406,OK3621509615120120226,2012-02-26
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3621509615120120226,2012-02-26
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3621509615120120226,2012-02-26
nwis-07164500,07164500,2011-01-05T05:59:59Z,-96.0064,36.1406,OK3581809595220120303,2012-03-03
nwis-06436760,06436760,2007-10-01T05:59:59Z,-103.367,44.6527,SD4461210303320120326,2012-03-26
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3587509860020120705,2012-07-05
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3587509860020120705,2012-07-05
nwis-04136000,04136000,2007-10-01T04:59:59Z,-84.2925,44.677,MI4456608410320120425,2012-04-25
nwis-04136500,04136500,2007-10-04T04:59:59Z,-84.1311,44.66,MI4456608410320120425,2012-04-25
nwis-04136900,04136900,2007-10-01T04:59:59Z,-83.8378,44.6128,MI4456608410320120425,2012-04-25
nwis-04137005,04137005,2007-10-01T04:59:59Z,-83.8028,44.5608,MI4456608410320120425,2012-04-25
nwis-04137500,04137500,2007-10-01T04:59:59Z,-83.4339,44.4364,MI4456608410320120425,2012-04-25
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3588509864020120722,2012-07-22
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3588509864020120722,2012-07-22
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3662609647520120907,2012-09-07
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3662609647520120907,2012-09-07
nwis-06711565,06711565,2007-10-01T05:59:59Z,-105.004,39.665,CO3943610521720120326,2012-03-26
nwis-07106000,07106000,2007-10-01T05:59:59Z,-104.67,38.6017,CO3888410493320120623,2012-06-23
nwis-07109500,07109500,2007-10-03T05:59:59Z,-104.399,38.2481,CO3817710507320121023,2012-10-23
nwis-07061270,07061270,2007-10-01T04:59:59Z,-90.8424,37.5526,MO3767109103320120628,2012-06-28
nwis-07061290,07061290,2008-11-18T05:59:59Z,-90.8383,37.4936,MO3767109103320120628,2012-06-28
SSW,09510200,2012-08-09T15:30:00Z,-111.511,33.7486,AZ3384311153020120812,2012-08-12
nwis-11044000,11044000,2007-10-01T06:59:59Z,-117.142,33.4739,CA3337111674720120809,2012-08-09
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3714711329520120522,2012-05-22
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3721911338520120623,2012-06-23
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3747711323320120627,2012-06-27
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3743511264420120702,2012-07-01
nwis-11044000,11044000,2007-10-01T06:59:59Z,-117.142,33.4739,CA3355611691120120814,2012-08-14
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4329111645520120613,2012-06-13
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4348011692420120630,2012-06-30
nwis-13206400,13206400,2011-11-19T06:59:59Z,-116.356,43.6917,ID4382911647620120728,2012-07-28
nwis-13207500,13207500,2011-11-19T06:59:59Z,-116.304,43.7319,ID4382911647620120728,2012-07-28
nwis-13213000,13213000,2008-10-17T05:59:59Z,-116.973,43.7817,ID4382911647620120728,2012-07-28
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3721811355820120813,2012-08-13
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4325711609020120607,2012-06-07
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3711811378420120721,2012-07-21
nwis-13206400,13206400,2011-11-19T06:59:59Z,-116.356,43.6917,ID4343711606320120710,2012-07-10
nwis-13207500,13207500,2011-11-19T06:59:59Z,-116.304,43.7319,ID4343711606320120710,2012-07-10
nwis-13213000,13213000,2008-10-17T05:59:59Z,-116.973,43.7817,ID4343711606320120710,2012-07-10
nwis-13213100,13213100,2008-10-30T05:59:59Z,-116.982,43.8761,OR4394511718320120806,2012-08-06
nwis-13206400,13206400,2011-11-19T06:59:59Z,-116.356,43.6917,ID4351111613920120724,2012-07-24
nwis-13207500,13207500,2011-11-19T06:59:59Z,-116.304,43.7319,ID4351111613920120724,2012-07-24
nwis-13213000,13213000,2008-10-17T05:59:59Z,-116.973,43.7817,ID4351111613920120724,2012-07-24
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3718311382520120812,2012-08-12
nwis-02110400,02110400,2007-10-01T04:59:59Z,-78.7197,33.9535,NC3410107825120120308,2012-03-08
nwis-02110500,02110500,2007-10-01T04:59:59Z,-78.715,33.9127,NC3410107825120120308,2012-03-08
nwis-02110701,02110701,2007-10-07T04:59:59Z,-79.0411,33.861,NC3410107825120120308,2012-03-08
nwis-02110704,02110704,2007-10-01T04:59:59Z,-79.0436,33.8329,NC3410107825120120308,2012-03-08
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3983707462620120408,2012-04-08
nwis-01473500,01473500,2012-02-23T04:59:59Z,-75.3468,40.1112,PA4020807575920120409,2012-04-09
nwis-01611500,01611500,2007-10-01T03:59:59Z,-78.3097,39.5823,WV3892507868820120408,2012-04-08
nwis-01632900,01632900,2010-04-16T03:59:59Z,-78.6428,38.6935,WV3892507868820120408,2012-04-08
nwis-01632900,01632900,2010-04-16T03:59:59Z,-78.6428,38.6935,VA3888007833420120625,2012-06-25
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3313208375920120105,2012-01-05
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3313208375920120105,2012-01-05
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3315508368120120208,2012-02-08
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3315508368120120208,2012-02-08
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3311708372220120223,2012-02-23
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3311708372220120223,2012-02-23
nwis-13013650,13013650,2007-10-03T05:59:59Z,-110.715,43.6541,WY4388011002420120702,2012-07-02
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2751208127720120120,2012-01-20
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2751208127720120120,2012-01-20
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2751208127720120120,2012-01-20
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2751208127720120120,2012-01-20
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2762808100520120120,2012-01-20
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2762808100520120120,2012-01-20
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2762808100520120120,2012-01-20
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2762808100520120120,2012-01-20
nwis-13013650,13013650,2007-10-03T05:59:59Z,-110.715,43.6541,WY4392511021120120824,2012-08-24
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2806108090820120120,2012-01-20
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2806108090820120120,2012-01-20
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2806108090820120120,2012-01-20
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2806108090820120120,2012-01-20
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2806108090820120120,2012-01-20
nwis-03183500,03183500,2007-11-01T03:59:59Z,-80.6415,37.7243,VA3775808021320120407,2012-04-07
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2781708114220120215,2012-02-15
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2781708114220120215,2012-02-15
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2781708114220120215,2012-02-15
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2781708114220120215,2012-02-15
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2794608101020120209,2012-02-09
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2794608101020120209,2012-02-09
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2794608101020120209,2012-02-09
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2794608101020120209,2012-02-09
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2794608101020120209,2012-02-09
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2793308102720120214,2012-02-14
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2793308102720120214,2012-02-14
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2793308102720120214,2012-02-14
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2793308102720120214,2012-02-14
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2793308102720120214,2012-02-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2767108134720120229,2012-02-29
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2767108134720120229,2012-02-29
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2767108134720120229,2012-02-29
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2767108134720120229,2012-02-29
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2786808115320120229,2012-02-29
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2786808115320120229,2012-02-29
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2786808115320120229,2012-02-29
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2786808115320120229,2012-02-29
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2789108116120120301,2012-03-01
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2789108116120120301,2012-03-01
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2789108116120120301,2012-03-01
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2789108116120120301,2012-03-01
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2773308124620120308,2012-03-08
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2773308124620120308,2012-03-08
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2773308124620120308,2012-03-08
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2773308124620120308,2012-03-08
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2769608097920120314,2012-03-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2769608097920120314,2012-03-14
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2769608097920120314,2012-03-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2769608097920120314,2012-03-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2782208111820120314,2012-03-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2782208111820120314,2012-03-14
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2782208111820120314,2012-03-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2782208111820120314,2012-03-14
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2803508077920120315,2012-03-15
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2803508077920120315,2012-03-15
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2803508077920120315,2012-03-15
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2803508077920120315,2012-03-15
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2803508077920120315,2012-03-15
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2759408123020120322,2012-03-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2759408123020120322,2012-03-22
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2759408123020120322,2012-03-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2759408123020120322,2012-03-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2772608134220120411,2012-04-11
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2772608134220120411,2012-04-11
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2772608134220120411,2012-04-11
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2772608134220120411,2012-04-11
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2767608122620120503,2012-05-03
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2767608122620120503,2012-05-03
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2767608122620120503,2012-05-03
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2767608122620120503,2012-05-03
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2759608119720120521,2012-05-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2759608119720120521,2012-05-21
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2759608119720120521,2012-05-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2759608119720120521,2012-05-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2800108148320120522,2012-05-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2800108148320120522,2012-05-22
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2800108148320120522,2012-05-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2800108148320120522,2012-05-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2758708118020120523,2012-05-23
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2758708118020120523,2012-05-23
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2758708118020120523,2012-05-23
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2758708118020120523,2012-05-23
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2773308128520120524,2012-05-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2773308128520120524,2012-05-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2773308128520120524,2012-05-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2773308128520120524,2012-05-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2767608121720120530,2012-05-30
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2767608121720120530,2012-05-30
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2767608121720120530,2012-05-30
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2767608121720120530,2012-05-30
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2785808134920120604,2012-06-04
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2785808134920120604,2012-06-04
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2785808134920120604,2012-06-04
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2785808134920120604,2012-06-04
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2785108114220120612,2012-06-12
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2785108114220120612,2012-06-12
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2785108114220120612,2012-06-12
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2785108114220120612,2012-06-12
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2793108115320120612,2012-06-12
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2793108115320120612,2012-06-12
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2793108115320120612,2012-06-12
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2793108115320120612,2012-06-12
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2801208095120120613,2012-06-13
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2801208095120120613,2012-06-13
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2801208095120120613,2012-06-13
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2801208095120120613,2012-06-13
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2801208095120120613,2012-06-13
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2791908112420120614,2012-06-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2791908112420120614,2012-06-14
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2791908112420120614,2012-06-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2791908112420120614,2012-06-14
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2798808105920120618,2012-06-18
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2798808105920120618,2012-06-18
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2798808105920120618,2012-06-18
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2798808105920120618,2012-06-18
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2798808105920120618,2012-06-18
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2794508112520120706,2012-07-06
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2794508112520120706,2012-07-06
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2794508112520120706,2012-07-06
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2794508112520120706,2012-07-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2759208112020120714,2012-07-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2759208112020120714,2012-07-14
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2759208112020120714,2012-07-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2759208112020120714,2012-07-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2807708142320120718,2012-07-18
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2807708142320120718,2012-07-18
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2807708142320120718,2012-07-18
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2807708142320120718,2012-07-18
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2756008103120120721,2012-07-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2756008103120120721,2012-07-21
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2756008103120120721,2012-07-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2756008103120120721,2012-07-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2789608119620120724,2012-07-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2789608119620120724,2012-07-24
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2789608119620120724,2012-07-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2789608119620120724,2012-07-24
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2806308103920120725,2012-07-25
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2806308103920120725,2012-07-25
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2806308103920120725,2012-07-25
